v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
59.3872,85.5129,82.1714,21.7147,72.8066,7.40655,21.4532,79.7429,14.2278,9.03063,52.2632,62.7927,69.9981,92.3526,38.1552,16.2688,55.0088,38.967,90.8139,20.1929
38.8417,44.6675,3.75092,37.2424,71.4628,83.0218,92.8609,47.5103,5.93073,53.4825,90.0086,57.9687,60.5637,61.8659,59.7593,84.7203,21.6316,98.5727,80.4743,45.5899
67.7545,38.7836,64.943,15.4427,87.6676,81.032,15.4494,63.2686,81.7703,96.1163,75.2318,99.338,87.1412,35.3673,13.4386,82.5034,23.7817,59.8203,8.06931,94.1594
48.5043,85.2057,67.5213,96.1917,56.5309,77.3199,72.7543,84.5458,58.2718,85.4075,19.491,69.0402,25.6281,93.8253,39.0925,56.8829,8.64599,52.196,86.264,23.3033
10.6056,44.5615,98.5631,32.9074,74.657,39.0992,38.8304,0.110518,53.0382,68.437,38.304,40.1037,67.1321,29.8322,65.8112,33.1105,52.9166,52.1893,91.8625,16.6699
68.2031,94.4123,15.1274,13.572,52.8345,81.7918,30.1683,43.6082,3.84557,23.6748,52.2072,75.6481,71.8021,17.4679,87.1687,72.8903,96.1348,3.78098,44.6579,59.6578
19.7217,79.5991,0.405285,49.6771,95.9583,54.4613,12.9945,26.5061,99.9139,23.51,12.7071,31.5653,35.2848,86.5999,57.1192,15.6395,27.544,62.9421,99.5396,1.34765
83.1697,92.223,54.2893,2.5063,49.9456,43.5758,67.1105,74.1207,10.9847,91.428,8.158,6.92794,63.7306,33.565,99.8517,38.4838,58.5253,14.3894,56.2351,24.1387
51.0597,93.6499,17.5567,90.8164,97.5312,30.4775,35.2721,38.5964,47.8276,96.3536,6.82781,0.332777,78.1998,87.4683,98.3067,24.029,30.4044,83.9765,95.0073,95.3132
21.4721,67.2551,12.3323,55.8919,96.0786,38.0266,18.8603,12.8676,46.1268,73.5044,56.1625,66.4995,95.5805,38.3234,76.9095,70.17,90.5192,75.5705,19.1422,87.2428
36.1959,55.0932,4.97793,78.925,6.69571,71.3862,52.6392,55.9783,3.10687,10.2944,16.4755,86.2145,50.586,13.8843,29.4199,1.867,8.49854,66.278,17.1668,70.2211
7.25959,8.42241,72.962,49.6188,2.31206,80.7379,30.7836,28.4735,41.0133,91.3285,80.7509,21.1977,27.678,16.4426,20.1814,45.1463,92.1122,77.0382,95.0297,65.5604
66.3298,13.0699,28.3052,94.4917,61.7147,88.5695,55.6496,68.4673,27.4961,9.76884,5.5361,78.0819,29.1321,22.7034,1.63565,30.5981,94.0387,91.1722,27.7321,91.65
40.9681,37.8665,22.1347,82.1253,8.79904,7.29388,19.4454,36.8506,44.3248,85.1103,22.1018,2.37813,3.83014,62.8926,1.07713,41.8023,49.0306,43.2678,74.7107,98.3789
59.4579,17.7231,36.7969,60.8091,99.1102,77.6152,14.2366,63.071,14.6585,69.1692,25.5659,69.633,24.3122,15.7131,9.90704,11.6746,40.0566,54.785,68.4232,79.4364
86.8858,25.8305,83.1726,13.9404,25.9866,44.8612,12.7873,40.7926,18.6937,48.1933,40.0644,10.7139,12.5867,23.9928,7.14542,1.94465,57.616,9.99612,79.9123,87.7115
63.9524,16.7567,13.5015,79.8925,79.7705,89.0917,96.3988,31.2515,13.1161,57.2292,90.1689,79.5225,56.9832,55.3142,20.9349,8.7845,67.9651,99.448,92.361,12.4726
42.7798,57.7049,83.1135,87.8368,25.766,10.7843,59.4898,74.0792,8.91902,12.5798,77.7866,50.9984,69.1062,68.3436,57.7797,72.1491,96.7766,95.1939,54.503,95.5485
98.5776,31.5881,15.2656,23.8972,26.4603,2.15903,65.9133,43.8082,26.2951,33.9258,14.0139,56.7502,88.8584,54.7456,97.6478,46.3961,22.5581,20.7764,71.0122,65.6448
93.0661,54.9407,82.764,11.7732,21.9145,39.2822,55.4297,98.3074,24.6934,71.5801,26.2205,97.604,95.1809,10.2138,22.6736,26.1966,58.961,96.9845,53.6023,97.6011
92.6869,90.805,7.62432,67.2985,97.4148,77.6954,73.2684,12.0817,41.3153,63.3394,52.0397,59.4117,68.1542,99.9249,4.65624,56.3761,94.3165,29.3286,9.13256,3.43258
44.6643,43.305,30.3065,83.2839,83.278,56.2673,33.783,93.7692,54.6691,27.999,85.3294,59.7031,43.3116,86.7054,15.7496,81.9466,79.4271,99.9189,54.7383,19.6277
33.8954,54.3055,30.3842,70.8004,84.1841,69.1181,66.399,91.772,3.58334,53.1264,7.28313,51.7231,9.33589,50.9038,90.7894,2.45374,94.143,21.2967,94.0449,57.5543
84.0717,69.9681,33.9115,38.8331,85.1788,19.1073,7.11352,48.6397,2.60918,67.8401,19.9093,31.0135,1.93144,59.2353,67.1772,6.4237,88.9384,4.6164,5.11942,31.9056
45.862,76.2317,63.8021,96.2154,37.26,38.5698,53.8462,87.9366,79.4794,41.6692,58.0867,27.2701,24.3272,44.5777,52.4898,49.0838,26.3289,42.9121,74.7104,57.199
96.7053,61.519,45.9986,82.3485,29.0649,60.0635,80.7088,74.4243,48.9342,67.3475,94.5156,4.84011,17.7274,71.895,73.7288,8.0021,98.2078,61.4263,80.1379,57.817
74.6978,16.9127,85.5739,42.9967,84.1928,45.7085,44.4504,22.8968,28.0565,37.5969,91.4397,82.9365,87.7508,74.8673,86.4977,83.4913,10.9935,99.0862,8.46186,43.2992
6.38461,85.5402,24.3299,39.902,71.8007,69.9298,75.914,42.9249,9.81926,17.9818,24.3645,56.2151,21.9841,35.373,23.4145,50.5581,16.4016,21.8321,64.1106,78.6684
9.27544,24.5739,87.5481,35.8225,30.2938,61.4348,97.8839,12.2847,74.6801,53.4034,95.2194,20.8736,87.8075,74.1327,97.4835,92.7247,52.9782,99.41,89.9608,44.1804
90.1737,23.7888,23.6279,8.13826,69.9445,72.7399,21.6113,73.6317,38.8145,14.9285,26.9326,9.74092,96.5886,53.581,13.3492,30.4244,25.2293,2.31026,35.3322,7.04465
12.4981,1.64365,84.6097,48.6864,53.3211,88.1227,4.57022,34.9777,60.6135,88.2894,72.38,33.7221,9.09089,68.9678,4.80594,84.7888,14.1217,50.9579,26.8953,83.1328
76.0386,92.733,26.6103,7.57349,17.1206,25.2248,70.9185,12.6748,47.2185,40.5182,0.28249,77.637,27.7025,34.9771,18.001,66.6938,95.3972,65.2623,71.7445,21.8414
55.1002,57.468,81.4214,25.5088,60.6026,44.7302,82.1638,21.693,93.3061,27.6777,71.1961,58.6496,73.1713,82.3087,53.1565,20.4814,74.3098,85.8039,89.1048,73.123
64.0757,18.8816,92.4578,35.0049,23.0025,31.1561,43.8098,19.8547,45.616,17.5043,74.439,29.1583,40.8119,97.3255,61.3583,60.0388,58.0925,23.6723,12.5555,83.2819
89.128,71.7512,86.9798,91.548,10.2658,8.08737,32.068,15.2183,40.1212,24.0245,23.6984,3.53481,94.1751,65.1065,72.5875,44.5547,1.10275,4.79923,39.4343,92.3907
5.62643,86.8077,33.751,96.4943,59.5171,28.5539,52.6223,38.0815,44.3104,49.4812,26.7995,48.0239,93.9665,26.6243,14.4051,70.2872,5.72394,63.0033,92.8326,96.9855
33.8735,1.18257,20.6522,10.9352,1.64713,16.1591,15.9896,29.0105,68.4673,58.7142,61.4764,10.0105,14.3889,15.3179,54.3237,38.3663,23.5297,3.14899,38.8171,11.5175
4.77288,13.6995,33.4045,35.409,65.337,68.8155,92.4882,34.1492,3.64811,75.205,15.6148,51.7149,23.1569,63.5142,88.0427,89.7948,27.5415,81.4368,52.3927,13.3938
33.782,48.4215,50.9729,50.9068,78.461,72.9936,13.8546,35.1325,3.70508,33.1037,53.2641,74.2966,61.3242,46.0885,90.5,6.03871,40.7511,55.8046,54.5195,51.159
4.82682,47.4849,34.171,60.5348,89.2028,6.03629,30.3247,70.1476,87.4938,40.2232,61.9666,72.5698,21.8187,47.1146,69.377,11.5094,57.396,67.9938,95.5842,97.2189
27.0074,14.5077,76.1482,30.9155,88.4384,74.8432,98.2621,13.4337,1.09063,89.9465,41.0245,59.5588,44.1015,54.2519,97.3466,7.4215,47.0294,72.7757,42.3922,96.27
60.7134,46.5283,93.194,59.529,95.4166,89.593,86.2065,51.7671,96.2246,9.55748,33.3557,36.5941,88.1721,84.9097,81.1848,35.9603,67.2407,32.6926,96.9129,24.7266
27.8836,33.0894,93.93,6.55254,96.3756,39.965,99.2718,21.8531,21.4732,74.4068,93.6078,88.8867,5.95269,4.1275,33.8381,25.9667,75.0838,22.5169,60.5189,14.7434
78.6729,14.9951,78.6063,83.9185,11.937,99.7383,22.6122,9.62871,78.3438,25.9272,8.86196,74.3479,91.3524,61.3365,93.1333,92.8679,60.4701,61.2257,42.7374,79.0318
31.7698,10.6421,62.0103,64.6253,11.8283,5.41067,39.6779,40.2755,97.5526,58.9883,68.9872,88.9387,38.0627,46.6669,57.2887,77.8554,45.9202,94.8066,18.1356,74.7294
40.8818,45.0387,70.2353,8.41063,12.2668,95.5957,49.2395,88.8113,46.576,41.5722,7.02716,92.2672,79.5056,59.4192,24.0424,47.6633,16.8129,57.349,59.3634,37.3733
18.9544,59.3047,42.8924,98.4827,81.9178,16.7741,85.3619,58.8835,17.9706,93.7248,69.8803,64.9362,83.6202,35.1722,41.9293,54.3185,49.606,54.1793,15.462,20.8298
59.5741,78.7646,64.2027,66.9133,95.1744,70.8834,10.8967,86.0929,75.952,72.0699,42.6901,38.8723,47.4445,13.8987,39.2159,90.8329,90.4453,90.1523,86.9258,32.19
18.6372,78.552,18.6659,12.5792,17.3249,42.6418,64.3192,62.967,10.2865,81.0298,4.19542,8.92396,50.2013,88.4132,93.4591,7.64243,94.6486,65.0998,96.3367,25.4918
48.8973,75.7359,23.0337,53.1118,82.8292,94.8329,16.4516,81.8904,94.8368,7.84551,93.6808,38.1624,97.19,82.7194,82.283,60.3165,1.30219,47.2297,96.6299,37.7253
35.4557,8.5669,27.3831,7.40991,90.7743,47.2292,20.8107,94.3916,69.4556,61.9455,53.776,82.5754,27.8107,55.4191,33.459,22.5395,35.5855,26.1428,37.3813,41.9626
56.8445,35.3296,77.4784,72.4663,66.039,85.7591,48.1165,65.7519,97.7774,42.0008,56.177,91.6121,74.4394,18.8449,90.2817,98.1074,90.045,12.0846,59.6726,70.2042
41.3069,85.0862,5.99038,74.2672,57.3502,0.292878,9.64481,69.7341,14.3639,16.2783,22.5133,28.2418,17.6519,95.9144,63.6913,17.0581,87.3023,11.0075,13.5952,42.6086
67.9135,63.9868,68.4131,82.9236,74.2887,89.7644,69.9841,6.77522,79.9289,73.46,10.3065,88.4899,36.1876,9.13765,14.5594,53.7877,47.7638,16.0527,33.3922,53.7752
25.5044,57.105,24.9625,71.4422,8.95062,55.9492,74.2304,62.9546,75.67,54.1713,44.0338,44.6183,40.6127,68.1483,89.1878,65.1805,60.1216,59.5907,64.0506,53.0418
61.9449,29.4849,48.5055,26.828,11.6178,24.1919,13.2471,59.9153,30.3382,57.8679,9.86722,41.5755,43.0059,57.9461,21.0384,73.7415,86.2306,10.8374,7.29402,4.61363
30.6805,26.7958,9.17641,34.1451,42.5638,85.7354,39.8126,99.9285,7.80286,73.8767,70.654,9.97041,2.43257,31.3447,88.7038,70.7066,11.2266,70.5054,72.8013,19.9178
25.0813,3.27216,4.41627,33.7124,69.6307,8.68871,7.58049,47.1884,95.4205,67.1373,90.6768,41.5153,93.4397,65.7209,86.3909,10.5325,74.5053,14.2746,29.5241,24.9451
40.0755,29.1286,67.4933,89.5368,7.11953,4.25645,54.2287,26.6213,99.573,60.3585,46.5106,4.05825,14.3782,82.1718,67.4312,5.18254,75.2406,89.2079,84.002,56.2307
63.6073,53.5185,52.8097,31.2748,18.1286,28.7856,71.8615,40.5426,37.4981,15.4152,45.0754,68.3748,77.1961,92.9531,36.3672,60.9889,19.6227,11.3855,46.5087,1.24321
15.901,56.3319,1.20627,63.6386,21.7879,18.6867,45.7409,65.2288,6.99143,22.3366,77.7425,85.0832,63.9194,39.9964,63.8904,72.3166,96.4953,11.5672,89.1431,14.0703
6.9636,55.3519,69.6967,82.5992,75.6479,69.9328,90.8675,80.7866,40.142,80.8826,38.201,54.1607,95.0999,48.5655,44.7236,18.7007,7.19815,11.8059,57.02,91.3371
70.0503,53.1051,29.4493,96.9384,15.845,47.6666,10.0091,9.53134,63.6302,94.2027,20.9184,42.6638,73.0742,37.4017,53.9153,58.6592,36.6797,70.3712,71.8801,47.8776
52.7792,7.35699,21.5852,25.9574,37.6283,54.393,42.9683,30.3669,57.7218,56.9847,58.3382,49.4173,45.3255,80.0429,4.07525,46.2445,40.9963,15.6324,36,35.6879
87.9792,24.1257,43.9987,43.3388,41.2212,23.8662,88.2288,42.1441,88.3317,67.0739,72.9693,32.2354,13.3534,4.41501,9.97224,16.7105,10.3048,82.3586,12.7367,32.1285
33.2352,39.5448,18.1477,4.06951,49.6007,19.8608,4.38198,47.8994,62.5063,19.3173,85.5223,27.7138,94.4889,91.6654,11.5729,13.7477,7.22157,49.6866,75.6796,17.7425
95.7127,33.4456,41.8343,43.0322,59.9524,34.718,19.349,97.4643,17.6731,76.6679,64.4454,32.0218,52.7521,14.7148,27.695,1.91567,8.99612,48.7579,24.0338,76.6412
68.9052,95.9751,51.0531,23.0708,4.30289,70.4825,19.4144,44.1904,44.1841,37.9341,61.2562,25.7435,43.13,92.0121,69.9682,78.4338,81.329,13.557,98.2274,90.3933
49.4717,3.1086,9.9211,20.6685,61.5898,24.0008,49.8161,87.7639,54.7913,31.1719,46.1658,3.09962,73.6333,64.527,76.3907,90.6786,42.1254,56.0409,66.1931,7.9428
80.2289,3.50928,15.7937,36.9554,70.1001,49.8983,28.2062,5.16278,50.3134,10.3494,36.0341,93.1444,10.8828,90.285,54.0823,10.57,74.9545,32.3039,1.92392,22.86
38.8472,97.5726,61.8848,46.7836,55.4829,62.3367,20.6346,34.7798,9.23527,26.2637,37.6517,16.8689,67.6396,34.4314,51.8902,82.2869,69.3077,38.5455,9.93189,68.4282
91.151,35.19,91.8267,99.2737,3.98452,42.1563,38.734,79.73,99.2169,58.8173,32.0519,23.3875,26.1318,10.5714,16.67,41.9756,7.41371,2.8508,66.0326,50.4714
88.4292,7.27131,96.3462,53.0393,70.4798,39.3965,95.6294,4.91506,70.6564,64.0979,33.4054,98.2504,88.0833,22.4859,65.846,1.30599,98.0205,60.6907,4.43079,1.67825
14.296,55.6787,32.0581,41.9167,34.7053,6.9244,36.895,23.9419,98.7686,50.1408,67.642,88.7788,54.3517,28.4057,24.5407,30.3615,29.4892,89.8888,28.3162,4.56101
74.2967,29.5466,86.9757,34.3632,61.7908,85.8031,96.391,84.6759,86.5526,94.8368,46.0189,33.5076,40.967,55.7107,93.8078,85.9143,58.715,5.0069,55.1517,84.0234
23.3217,96.3496,20.0858,84.0948,17.9355,28.0194,0.788025,14.6197,88.4705,17.443,9.83928,51.6946,66.4752,5.07234,58.9843,78.7881,7.00359,47.2856,2.89349,47.3216
34.0888,31.7319,57.8125,77.3164,88.7935,28.0883,4.24664,59.3117,16.3638,54.5582,49.2244,82.9655,27.2737,30.7114,84.3279,38.3231,35.7398,48.5654,44.4813,7.91043
33.4112,10.7751,6.79273,41.2583,78.7887,66.7034,0.960301,54.6277,67.5925,65.1902,2.22031,66.3894,12.4459,51.0289,91.4378,9.38494,7.93012,84.2127,0.515684,58.5006
81.4333,28.0073,57.4753,16.723,16.4813,66.3954,92.6414,3.5595,10.3147,53.4442,11.4651,5.84467,5.68026,8.28335,16.1096,16.1588,70.4182,85.9251,85.0108,49.7882
48.216,10.6696,66.7226,15.8588,31.0795,31.1533,69.914,47.7907,59.9601,44.5991,5.3007,78.0309,3.37052,73.3093,33.3624,84.8119,73.4639,89.3784,45.8951,70.7598
55.7379,50.5243,25.0731,14.5705,88.2038,75.6645,46.8229,30.5109,31.9884,9.3981,34.8114,37.7823,80.7818,52.4156,97.2856,73.1553,56.4656,95.6015,30.0804,1.43129
26.7215,47.3607,17.6795,33.5131,23.2061,94.7243,64.7515,20.8943,2.18416,40.6458,34.3858,16.0934,55.9162,96.871,5.76957,56.2727,14.3555,25.0985,76.5362,31.2336
48.9645,80.5006,31.3602,2.78661,95.6269,40.8004,25.7663,41.9176,61.7216,44.3175,95.6792,77.4177,68.4623,15.0072,31.6059,45.5165,71.4205,49.5536,45.3731,21.1093
68.477,1.67208,35.9798,68.0127,49.8349,80.8449,37.4913,5.82817,64.6435,94.9154,41.7048,51.8197,5.73184,95.7725,36.8791,14.8022,57.8222,38.7947,48.3996,18.6685
98.0307,32.4909,40.5422,13.2625,44.1773,36.5384,25.9057,44.934,2.11268,51.8764,3.96144,17.0537,18.2833,95.7497,32.7247,45.8123,8.63133,8.49313,37.2395,28.3349
53.9262,54.879,89.3104,10.9388,68.6956,74.2078,93.4584,12.8901,41.6351,63.007,81.707,60.5108,5.55424,72.7784,86.4646,2.04928,0.085026,68.6765,92.3849,10.0091
10.9913,62.0464,28.2963,40.0453,87.9752,26.4097,68.9389,45.0884,12.4738,93.4966,83.6639,54.7009,84.6736,3.21698,26.7047,66.4937,84.1121,44.6225,11.7007,49.1099
6.56191,23.8794,87.5566,79.6458,94.8471,2.06127,42.2386,51.1884,59.7052,62.0835,89.7601,64.2379,47.8247,60.8073,58.9092,19.1792,8.58479,62.2025,29.6846,34.2324
78.2255,58.5053,79.0462,76.567,12.764,70.21,40.0672,26.5413,45.7359,48.3137,28.5078,61.4273,33.469,83.3715,11.4257,70.496,28.6813,94.8898,17.9233,46.9995
82.1314,52.5002,50.0133,36.9542,57.2524,90.9078,10.2702,17.7239,9.82053,8.53274,57.5411,7.13254,67.4506,81.2132,60.9161,5.42335,94.9454,46.5207,90.0007,42.4495
47.1363,24.4928,19.7102,75.3391,23.2534,6.11499,5.20515,60.2019,10.3913,77.8033,17.1714,94.1364,95.3466,21.2306,7.76224,54.0845,59.8542,59.4873,35.0142,78.2413
88.7033,32.3842,32.6021,48.5203,94.1016,62.899,37.1802,17.1173,71.1623,17.3381,62.3612,17.799,7.23715,32.0175,38.022,94.4148,4.25474,56.4957,27.5928,79.0293
30.6008,77.0902,86.9841,16.489,96.6946,95.5086,18.1994,69.218,30.1349,59.5478,88.8809,40.5824,97.9583,56.8401,87.0483,63.6107,48.6633,25.9749,43.3047,45.7991
33.9846,66.4835,57.9034,84.2431,57.5852,12.3202,87.0883,25.3245,7.59272,71.8398,74.5936,55.4143,27.4608,13.6903,30.2914,29.9049,78.9604,15.8789,90.7455,81.6216
89.9116,62.4025,14.1633,5.50118,71.1664,57.9727,56.9415,33.2168,69.4505,75.4161,29.5739,11.8303,38.9771,94.7671,90.731,36.3998,34.2379,74.6545,48.9607,27.9122
7.81383,55.4926,89.3182,68.7068,1.89827,1.17174,66.4323,27.6709,44.3668,8.34235,33.8913,96.5288,91.282,3.50718,63.1691,92.5691,4.53036,59.9517,93.1036,34.1662
92.9464,41.3325,58.6418,88.1128,1.63703,31.2187,81.7786,46.2206,60.4411,84.905,30.611,66.116,91.1991,50.9028,95.6187,29.3113,36.031,96.6605,12.1251,42.9379
51.334,7.10859,48.3642,30.1026,7.86895,38.9943,46.7981,80.0417,11.3283,16.4239,71.3384,50.6501,58.8521,75.5578,18.5504,87.1216,19.0154,82.4684,77.4995,27.9426
96.966,81.9762,68.2068,40.4845,15.3507,73.2482,59.987,25.6386,20.5707,74.0337,29.9291,47.6809,44.0485,93.0323,12.672,27.4019,88.6765,53.72,8.33228,78.3336
94.1003,44.9221,61.7223,11.7907,98.7648,84.0331,16.1632,29.5414,32.0718,48.1035,74.3683,58.0979,8.60019,83.9771,98.2608,51.9966,77.7537,46.4453,16.3722,81.1549
54.8904,46.6304,52.1354,5.61778,14.9059,15.5526,80.8396,24.6751,85.3036,50.7137,42.1498,17.7189,87.5202,44.2371,13.9003,82.9755,15.7309,7.15157,45.208,21.2971
70.9664,92.9533,72.5961,78.9975,56.1543,30.1378,1.7821,5.75031,89.1454,54.1786,7.72867,10.1658,53.9747,2.62545,95.0938,98.9523,38.0749,57.2523,21.5514,7.56163
4.25818,69.0374,68.3702,33.5597,18.0709,70.8467,14.2252,99.8937,68.1601,31.214,78.1272,79.0356,6.01589,30.7168,86.6732,74.6063,41.1827,79.4493,55.8075,8.11446
72.8431,11.6997,62.4595,81.6138,45.5839,76.3668,39.6093,86.2512,55.8,15.7252,52.8879,37.663,57.6135,11.9253,98.0208,96.984,6.46044,0.271812,71.8393,80.6336
41.6448,79.9172,28.0728,14.4637,72.7505,37.1761,77.8835,56.0942,55.2385,77.2323,21.4376,13.2485,74.6581,15.8053,96.0769,22.6678,98.0228,33.7749,75.5124,4.9896
1.01468,73.8772,37.2066,37.6738,3.51598,76.9851,7.32666,72.9816,62.6474,28.7631,72.9396,51.439,10.6607,1.01821,46.3386,94.3186,75.3422,80.266,45.4134,17.8351
33.8602,10.4341,43.6372,69.4394,84.7743,72.8387,96.0078,95.6563,14.3553,43.5544,9.94281,14.9713,42.943,39.2658,56.774,79.667,10.101,87.3168,85.5379,20.4086
5.38096,65.4658,56.2407,41.6202,44.7103,49.9811,49.0963,98.9844,32.9675,96.5346,87.3041,20.9927,22.5905,72.6643,82.5949,47.2737,28.17,12.6306,85.0968,7.06884
16.9495,30.1996,85.3466,8.88285,22.3664,54.6478,73.5926,80.662,36.7352,55.1031,64.6998,25.2073,52.8506,80.8589,57.5498,53.1438,76.4418,0.709441,61.3152,57.6568
4.25339,86.5547,97.5916,67.4658,53.0233,73.0938,33.2445,8.95692,72.454,29.9777,20.495,45.4277,37.6935,80.1737,21.6775,84.6353,46.9478,89.2495,34.9416,80.9222
47.074,92.9246,63.4074,79.6395,26.1395,7.13464,24.9387,2.5775,97.3574,86.5914,8.02469,0.712636,34.8806,12.9347,76.1292,99.3873,44.2136,50.5268,6.39599,80.2215
64.0364,66.5322,7.44922,91.9127,89.1633,61.1023,96.5509,61.1534,29.0059,66.1296,23.8139,32.8456,19.1546,27.5005,40.0782,78.4886,28.0908,32.2595,44.5659,98.8699
5.1402,70.1634,10.3684,12.6467,87.3574,82.3633,72.4401,19.0489,89.0951,81.4872,66.7529,99.1266,47.0028,4.60076,92.1613,42.9532,95.1368,4.30588,1.24253,73.8653
39.9572,61.2443,81.2952,4.99795,5.13498,26.6659,47.6812,9.76229,40.1652,45.6131,8.90709,61.8445,64.3007,20.8692,1.13132,28.7833,97.9096,43.6479,20.3701,16.6038
19.1222,98.7944,18.8537,70.6206,49.8695,93.4689,25.8778,98.4671,44.1218,98.5304,7.90822,12.7928,89.1029,0.720914,20.2992,90.0324,27.0656,10.1892,70.973,53.2393
57.7965,9.07609,27.1854,40.7738,92.7946,4.38005,54.4799,0.109683,82.1394,15.1202,12.1311,7.37924,40.9217,6.70852,29.2454,21.2706,68.946,59.7564,49.335,7.40585
41.241,22.6391,59.2571,44.436,77.8658,6.20994,22.4227,48.286,45.7863,38.9699,68.2162,79.8872,40.9851,86.9143,16.201,58.0368,26.7238,37.0338,78.1934,36.0223
66.217,21.7519,20.9995,72.7995,60.5853,31.3614,89.7683,67.2231,53.1992,85.7677,59.5137,74.86,82.3004,51.4882,2.48895,93.7346,90.0449,18.1626,42.51,95.1661
93.9641,31.4222,35.3451,4.07962,88.3047,0.772929,72.6146,88.1992,68.3288,37.3928,31.0953,89.8484,84.3609,83.7301,12.9152,26.0146,68.6976,99.4816,98.4207,6.91535
8.63572,30.9266,79.3257,46.4441,46.5564,38.9654,93.5486,55.432,41.9926,72.9924,58.9061,40.3132,0.936098,82.3047,83.4138,93.5744,0.215394,55.1351,59.7533,4.99807
95.2012,51.9882,66.2897,52.1812,53.0171,1.10122,34.5256,27.364,90.5024,5.05499,71.3978,87.6662,97.9577,34.035,76.7818,38.8598,21.9628,59.4115,22.0443,23.5426
77.4397,33.2224,95.9805,58.7594,10.9181,14.491,55.7166,37.5983,56.0598,35.5217,81.3396,53.2593,57.8613,17.3278,49.3807,44.3952,28.5871,9.66074,35.0368,50.5067
73.1685,14.0356,32.0005,37.3682,24.5174,26.3437,17.1739,10.84,13.5119,46.049,80.9975,13.0167,64.9336,23.8022,72.7727,78.5765,69.5512,42.1779,12.0758,12.5171
0.11085,42.1172,80.5085,24.0336,58.2252,53.5934,51.7015,99.9028,85.0573,13.2614,79.6519,77.0549,96.8256,0.252476,68.4889,21.2127,80.4852,31.0192,13.5717,25.4765
83.4475,67.6216,86.8905,85.255,16.3464,26.136,90.9782,25.6182,37.3645,54.4555,42.2867,69.2504,99.2132,78.241,66.8744,26.2386,86.6184,96.6479,21.4547,98.1338
34.4694,79.8455,79.01,54.2472,26.689,73.3243,53.8814,94.3871,45.9595,15.3733,65.9657,55.9078,41.8782,7.62017,94.4974,37.9173,32.3837,87.6258,71.0468,54.8532
22.4672,54.3165,70.8981,30.135,14.2359,98.3895,1.47528,20.7843,61.7271,41.04,19.3815,20.3183,50.2374,41.64,8.66211,13.3255,53.9749,18.7472,75.5825,45.1584
88.5762,33.2358,52.9608,37.198,5.39347,89.9356,48.7566,7.52561,41.6958,20.5556,6.14867,4.881,99.9428,64.1908,56.7937,40.7743,15.2467,59.9286,59.7383,61.6503
98.2881,8.50789,27.6474,39.8975,73.0534,3.98386,53.153,70.5455,16.2754,20.794,11.3538,20.9164,9.29305,31.6493,99.3672,39.2479,26.773,70.885,38.8064,58.8224
4.63792,60.4727,17.965,13.0491,11.8446,3.85028,69.1656,79.286,16.1805,36.6995,85.8015,67.244,64.3419,24.9246,20.0527,51.8669,55.5279,23.7334,3.21225,26.2671
65.9628,74.989,60.5077,35.065,5.2089,68.3841,58.3909,58.1165,50.8567,50.439,94.2037,93.426,25.1964,77.1659,66.574,21.3799,86.967,21.7552,5.12308,16.7134
18.528,72.7479,84.948,34.0431,86.2164,46.3657,98.7337,86.1886,47.6544,65.5441,1.88009,63.8031,78.7887,34.7938,45.3278,85.4607,76.6448,52.4299,88.3648,96.5355
66.2065,49.8313,65.5017,46.1914,95.1427,50.4878,71.9639,40.5453,91.6233,49.4808,50.5132,51.6292,90.9733,3.50127,35.1075,17.7164,46.5726,5.98992,81.8478,10.8317
46.0757,84.4147,79.383,49.3456,27.1396,37.5295,82.1143,74.2875,96.9027,41.414,18.6559,95.5357,9.59393,9.88578,67.2936,79.6613,7.308,86.0624,92.7434,5.43101
5.39693,67.5308,31.2235,18.5092,52.2112,52.3145,37.1316,5.04782,35.9774,98.8573,67.3642,66.5287,42.1336,17.8086,10.5812,95.0378,4.39938,53.957,6.18936,15.6156
49.3823,1.64185,89.0558,66.56,78.458,14.1333,25.3719,6.26019,49.1633,25.8938,80.3979,24.7815,1.1691,76.8062,64.8968,99.9725,76.3739,52.6996,56.7437,63.8426
65.6891,1.07473,81.7786,64.879,64.5351,38.1988,5.31377,12.7279,63.214,75.1736,68.6263,69.928,41.7677,27.8572,94.0656,73.6813,58.1539,85.0131,87.2734,96.4639
48.7095,23.1092,36.0123,2.43737,74.0887,39.5512,46.153,96.1984,38.5429,31.8212,45.2654,29.1306,71.4423,32.6332,86.2056,24.3138,36.3825,9.8349,80.1273,41.7806
76.0199,12.353,63.9931,8.0011,42.8984,32.5751,89.8434,34.1687,36.7466,60.0793,69.1334,0.716744,17.5278,43.3936,16.7989,41.1595,66.7556,6.5472,95.5634,32.2893
93.0516,5.55777,64.9783,42.6874,41.3834,65.3516,2.69353,16.6136,8.8473,8.35787,29.092,24.8013,55.479,28.6822,74.2078,16.5489,48.9778,2.74478,1.78343,0.966971
8.967,30.9812,41.3118,13.1998,15.644,83.8651,8.73133,24.531,19.6718,48.081,50.2284,52.8022,85.346,58.7302,77.6181,98.5598,9.2395,74.8105,27.898,74.0029
